row,s,dis,displayName,jerseyNumber
67557,1.33,0.14,Ziggy Hood,97
67558,1.27,0.13,Ziggy Hood,97
67559,1.15,0.12,Ziggy Hood,97
67560,1,0.1,Ziggy Hood,97
67561,0.8,0.08,Ziggy Hood,97
67562,0.35,0.03,Ziggy Hood,97
67563,0.25,0.04,Ziggy Hood,97
67564,0.04,0.01,Ziggy Hood,97
67565,0.08,0.01,Ziggy Hood,97
67566,0.23,0.02,Ziggy Hood,97
67567,0.38,0.03,Ziggy Hood,97
67568,0.48,0.04,Ziggy Hood,97
67569,0.5,0.05,Ziggy Hood,97
67570,0.52,0.05,Ziggy Hood,97
67571,0.49,0.05,Ziggy Hood,97
67572,0.45,0.04,Ziggy Hood,97
67573,0.35,0.03,Ziggy Hood,97
67574,0.31,0.03,Ziggy Hood,97
67575,0.27,0.03,Ziggy Hood,97
67576,0.23,0.03,Ziggy Hood,97
67577,0.22,0.02,Ziggy Hood,97
67578,0.3,0.03,Ziggy Hood,97
67579,0.34,0.04,Ziggy Hood,97
67580,0.45,0.05,Ziggy Hood,97
67581,0.63,0.08,Ziggy Hood,97
67582,0.7,0.07,Ziggy Hood,97
67583,0.87,0.1,Ziggy Hood,97
67584,0.97,0.1,Ziggy Hood,97
67585,0.98,0.1,Ziggy Hood,97
67586,0.89,0.1,Ziggy Hood,97
67587,0.81,0.08,Ziggy Hood,97
67588,0.72,0.08,Ziggy Hood,97
67589,0.7,0.07,Ziggy Hood,97
67590,0.6,0.07,Ziggy Hood,97
67591,0.42,0.05,Ziggy Hood,97
67592,0.33,0.03,Ziggy Hood,97
67593,0.4,0.04,Ziggy Hood,97
67594,0.41,0.04,Ziggy Hood,97
67595,0.39,0.04,Ziggy Hood,97
67596,0.44,0.04,Ziggy Hood,97
67597,0.51,0.05,Ziggy Hood,97
67598,0.55,0.06,Ziggy Hood,97
67599,0.74,0.08,Ziggy Hood,97
67600,0.81,0.08,Ziggy Hood,97
67601,0,0,Sylvester Williams,98
67602,0,0,Sylvester Williams,98
67603,0,0,Sylvester Williams,98
67604,0,0,Sylvester Williams,98
67605,0,0,Sylvester Williams,98
67606,0,0,Sylvester Williams,98
67607,0,0,Sylvester Williams,98
67608,0,0,Sylvester Williams,98
67609,0,0,Sylvester Williams,98
67610,0,0.01,Sylvester Williams,98
67611,0,0,Sylvester Williams,98
67612,0.07,0.03,Sylvester Williams,98
67613,0.32,0.05,Sylvester Williams,98
67614,0.63,0.12,Sylvester Williams,98
67615,0.88,0.14,Sylvester Williams,98
67616,1.16,0.17,Sylvester Williams,98
67617,1.32,0.16,Sylvester Williams,98
67618,1.44,0.17,Sylvester Williams,98
67619,1.55,0.18,Sylvester Williams,98
67620,1.57,0.16,Sylvester Williams,98
67621,1.58,0.16,Sylvester Williams,98
67622,1.57,0.15,Sylvester Williams,98
67623,1.53,0.15,Sylvester Williams,98
67624,1.46,0.13,Sylvester Williams,98
67625,1.31,0.1,Sylvester Williams,98
67626,1.19,0.09,Sylvester Williams,98
67627,1.02,0.07,Sylvester Williams,98
67628,0.83,0.05,Sylvester Williams,98
67629,0.63,0.02,Sylvester Williams,98
67630,0.41,0.01,Sylvester Williams,98
67631,0.2,0.03,Sylvester Williams,98
67632,0.05,0.03,Sylvester Williams,98
67633,0.1,0.04,Sylvester Williams,98
67634,0.15,0.02,Sylvester Williams,98
67635,0.19,0.03,Sylvester Williams,98
67636,0.19,0.02,Sylvester Williams,98
67637,0.16,0.01,Sylvester Williams,98
67638,0.16,0.02,Sylvester Williams,98
67639,0.21,0.03,Sylvester Williams,98
67640,0.33,0.06,Sylvester Williams,98
67641,0.46,0.08,Sylvester Williams,98
67642,0.59,0.09,Sylvester Williams,98
67643,0.74,0.11,Sylvester Williams,98
67644,0.9,0.13,Sylvester Williams,98
67645,0.9,0.08,Sylvester Williams,98
67646,1.02,0.13,Sylvester Williams,98
67647,1.15,0.15,Sylvester Williams,98
67648,1.22,0.14,Sylvester Williams,98
67649,1.27,0.14,Sylvester Williams,98
67650,1.31,0.14,Sylvester Williams,98
67651,1.36,0.15,Sylvester Williams,98
67652,1.41,0.15,Sylvester Williams,98
67653,1.44,0.15,Sylvester Williams,98
67654,1.47,0.16,Sylvester Williams,98
67655,1.51,0.16,Sylvester Williams,98
67656,1.52,0.16,Sylvester Williams,98
67657,1.53,0.16,Sylvester Williams,98
67658,1.55,0.16,Sylvester Williams,98
67659,1.52,0.15,Sylvester Williams,98
67660,1.47,0.14,Sylvester Williams,98
67661,1.44,0.14,Sylvester Williams,98
67662,1.43,0.15,Sylvester Williams,98
67663,1.44,0.15,Sylvester Williams,98
67664,1.45,0.15,Sylvester Williams,98
67665,1.49,0.16,Sylvester Williams,98
67666,1.48,0.15,Sylvester Williams,98
67667,1.5,0.15,Sylvester Williams,98
67668,1.56,0.17,Sylvester Williams,98
67669,1.58,0.16,Sylvester Williams,98
67670,1.53,0.15,Sylvester Williams,98
67671,1.54,0.15,Sylvester Williams,98
67672,0,0.01,Akeem Spence,93
67673,0,0,Akeem Spence,93
67674,0,0,Akeem Spence,93
67675,0,0,Akeem Spence,93
67676,0,0,Akeem Spence,93
67677,0,0,Akeem Spence,93
67678,0,0,Akeem Spence,93
67679,0,0,Akeem Spence,93
67680,0,0,Akeem Spence,93
67681,0,0,Akeem Spence,93
67682,0.02,0.01,Akeem Spence,93
67683,0.08,0.02,Akeem Spence,93
67684,0.19,0.04,Akeem Spence,93
67685,0.32,0.06,Akeem Spence,93
67686,0.55,0.11,Akeem Spence,93
67687,0.77,0.12,Akeem Spence,93
67688,0.99,0.14,Akeem Spence,93
67689,1.25,0.18,Akeem Spence,93
67690,1.46,0.19,Akeem Spence,93
67691,1.59,0.19,Akeem Spence,93
67692,1.71,0.2,Akeem Spence,93
67693,1.76,0.19,Akeem Spence,93
67694,1.73,0.17,Akeem Spence,93
67695,1.68,0.16,Akeem Spence,93
67696,1.57,0.14,Akeem Spence,93
67697,1.46,0.12,Akeem Spence,93
67698,1.35,0.12,Akeem Spence,93
67699,1.2,0.09,Akeem Spence,93
67700,1.11,0.09,Akeem Spence,93
67701,1,0.08,Akeem Spence,93
67702,0.92,0.08,Akeem Spence,93
67703,0.83,0.07,Akeem Spence,93
67704,0.77,0.06,Akeem Spence,93
67705,0.71,0.06,Akeem Spence,93
67706,0.7,0.07,Akeem Spence,93
67707,0.67,0.06,Akeem Spence,93
67708,0.64,0.06,Akeem Spence,93
67709,0.62,0.06,Akeem Spence,93
67710,0.62,0.06,Akeem Spence,93
67711,0.69,0.08,Akeem Spence,93
67712,0.75,0.09,Akeem Spence,93
67713,0.79,0.09,Akeem Spence,93
67714,0.9,0.12,Akeem Spence,93
67715,0.97,0.12,Akeem Spence,93
67716,1.03,0.11,Akeem Spence,93
67717,1.11,0.13,Akeem Spence,93
67718,1.16,0.13,Akeem Spence,93
67719,1.25,0.14,Akeem Spence,93
67720,1.32,0.15,Akeem Spence,93
67721,1.37,0.15,Akeem Spence,93
67722,1.39,0.14,Akeem Spence,93
67723,1.39,0.14,Akeem Spence,93
67724,1.35,0.13,Akeem Spence,93
67725,1.32,0.12,Akeem Spence,93
67726,1.31,0.12,Akeem Spence,93
67727,1.26,0.12,Akeem Spence,93
67728,1.19,0.11,Akeem Spence,93
67729,1.12,0.1,Akeem Spence,93
67730,1.05,0.09,Akeem Spence,93
67731,0.99,0.09,Akeem Spence,93
67732,0.92,0.08,Akeem Spence,93
67733,0.85,0.07,Akeem Spence,93
67734,0.76,0.06,Akeem Spence,93
67735,0.71,0.06,Akeem Spence,93
67736,0.65,0.05,Akeem Spence,93
67737,0.6,0.05,Akeem Spence,93
67738,0.59,0.06,Akeem Spence,93
67739,0.62,0.07,Akeem Spence,93
67740,0.65,0.07,Akeem Spence,93
67741,0.69,0.08,Akeem Spence,93
67742,0.71,0.07,Akeem Spence,93
67743,0,0,Jordan Mills,79
67744,0,0,Jordan Mills,79
67745,0,0,Jordan Mills,79
67746,0,0,Jordan Mills,79
67747,0,0,Jordan Mills,79
67748,0,0,Jordan Mills,79
67749,0,0,Jordan Mills,79
67750,0,0,Jordan Mills,79
67751,0,0,Jordan Mills,79
67752,0,0,Jordan Mills,79
67753,0,0,Jordan Mills,79
67754,0.01,0,Jordan Mills,79
67755,0.02,0.01,Jordan Mills,79
67756,0.03,0.01,Jordan Mills,79
67757,0.06,0.01,Jordan Mills,79
67758,0.09,0.02,Jordan Mills,79
67759,0.12,0.02,Jordan Mills,79
67760,0.18,0.03,Jordan Mills,79
67761,0.25,0.04,Jordan Mills,79
67762,0.34,0.06,Jordan Mills,79
67763,0.45,0.07,Jordan Mills,79
67764,0.54,0.07,Jordan Mills,79
67765,0.62,0.08,Jordan Mills,79
67766,0.69,0.08,Jordan Mills,79
67767,0.7,0.08,Jordan Mills,79
67768,0.68,0.06,Jordan Mills,79
67769,0.64,0.06,Jordan Mills,79
67770,0.57,0.04,Jordan Mills,79
67771,0.46,0.03,Jordan Mills,79
67772,0.35,0.01,Jordan Mills,79
67773,0.25,0.01,Jordan Mills,79
67774,0.13,0.01,Jordan Mills,79
67775,0.05,0.01,Jordan Mills,79
67776,0.02,0.01,Jordan Mills,79
67777,0.05,0.01,Jordan Mills,79
67778,0.07,0.01,Jordan Mills,79
67779,0.11,0.02,Jordan Mills,79
67780,0.18,0.04,Jordan Mills,79
67781,0.23,0.03,Jordan Mills,79
67782,0.29,0.04,Jordan Mills,79
67783,0.35,0.05,Jordan Mills,79
67784,0.4,0.05,Jordan Mills,79
67785,0.41,0.04,Jordan Mills,79
67786,0.39,0.03,Jordan Mills,79
67787,0.36,0.03,Jordan Mills,79
67788,0.32,0.03,Jordan Mills,79
67789,0.27,0.02,Jordan Mills,79
67790,0.24,0.02,Jordan Mills,79
67791,0.25,0.03,Jordan Mills,79
67792,0.27,0.03,Jordan Mills,79
67793,0.31,0.04,Jordan Mills,79
67794,0.36,0.05,Jordan Mills,79
67795,0.43,0.06,Jordan Mills,79
67796,0.47,0.06,Jordan Mills,79
67797,0.53,0.07,Jordan Mills,79
67798,0.59,0.08,Jordan Mills,79
67799,0.63,0.07,Jordan Mills,79
67800,0.66,0.07,Jordan Mills,79
67801,0.67,0.07,Jordan Mills,79
67802,0.7,0.07,Jordan Mills,79
67803,0.68,0.07,Jordan Mills,79
67804,0.67,0.07,Jordan Mills,79
67805,0.66,0.07,Jordan Mills,79
67806,0.7,0.08,Jordan Mills,79
67807,0.69,0.07,Jordan Mills,79
67808,0.69,0.07,Jordan Mills,79
67809,0.74,0.09,Jordan Mills,79
67810,0.81,0.1,Jordan Mills,79
67811,0.85,0.1,Jordan Mills,79
67812,0.88,0.09,Jordan Mills,79
67813,0.87,0.09,Jordan Mills,79
67814,0.1,0.01,Walt Aikens,35
67815,0.07,0,Walt Aikens,35
67816,0.1,0.01,Walt Aikens,35
67817,0.15,0.02,Walt Aikens,35
67818,0.16,0.02,Walt Aikens,35
67819,0.16,0.02,Walt Aikens,35
67820,0.1,0.03,Walt Aikens,35
67821,0.17,0.04,Walt Aikens,35
67822,0.12,0.04,Walt Aikens,35
67823,0.16,0.04,Walt Aikens,35
67824,0.19,0.04,Walt Aikens,35
67825,0.24,0.04,Walt Aikens,35
67826,0.39,0.07,Walt Aikens,35
67827,0.62,0.07,Walt Aikens,35
67828,1.06,0.1,Walt Aikens,35
67829,1.59,0.14,Walt Aikens,35
67830,2.14,0.19,Walt Aikens,35
67831,2.6,0.24,Walt Aikens,35
67832,2.85,0.27,Walt Aikens,35
67833,3.03,0.29,Walt Aikens,35
67834,3.04,0.3,Walt Aikens,35
67835,2.94,0.29,Walt Aikens,35
67836,2.74,0.27,Walt Aikens,35
67837,2.6,0.27,Walt Aikens,35
67838,2.42,0.25,Walt Aikens,35
67839,2.19,0.23,Walt Aikens,35
67840,2.07,0.22,Walt Aikens,35
67841,1.92,0.2,Walt Aikens,35
67842,1.94,0.21,Walt Aikens,35
67843,1.93,0.2,Walt Aikens,35
67844,1.88,0.19,Walt Aikens,35
67845,1.85,0.19,Walt Aikens,35
67846,1.81,0.18,Walt Aikens,35
67847,1.8,0.18,Walt Aikens,35
67848,1.75,0.18,Walt Aikens,35
67849,1.71,0.18,Walt Aikens,35
67850,1.69,0.17,Walt Aikens,35
67851,1.6,0.16,Walt Aikens,35
67852,1.52,0.16,Walt Aikens,35
67853,1.45,0.15,Walt Aikens,35
67854,1.28,0.13,Walt Aikens,35
67855,1.1,0.11,Walt Aikens,35
67856,0.87,0.09,Walt Aikens,35
67857,0.69,0.08,Walt Aikens,35
67858,0.54,0.06,Walt Aikens,35
67859,0.42,0.05,Walt Aikens,35
67860,0.34,0.04,Walt Aikens,35
67861,0.16,0.02,Walt Aikens,35
67862,0.24,0.03,Walt Aikens,35
67863,0.26,0.03,Walt Aikens,35
67864,0.3,0.03,Walt Aikens,35
67865,0.34,0.03,Walt Aikens,35
67866,0.31,0.03,Walt Aikens,35
67867,0.28,0.03,Walt Aikens,35
67868,0.25,0.02,Walt Aikens,35
67869,0.25,0.02,Walt Aikens,35
67870,0.29,0.03,Walt Aikens,35
67871,0.42,0.04,Walt Aikens,35
67872,0.54,0.05,Walt Aikens,35
67873,0.68,0.06,Walt Aikens,35
67874,0.78,0.07,Walt Aikens,35
67875,0.85,0.08,Walt Aikens,35
67876,0.9,0.09,Walt Aikens,35
67877,0.91,0.09,Walt Aikens,35
67878,0.92,0.09,Walt Aikens,35
67879,0.9,0.09,Walt Aikens,35
67880,0.86,0.09,Walt Aikens,35
67881,0.8,0.08,Walt Aikens,35
67882,0.76,0.08,Walt Aikens,35
67883,0.73,0.08,Walt Aikens,35
67884,0.62,0.06,Walt Aikens,35
67885,0,0,Jeremiah Sirles,74
67886,0,0,Jeremiah Sirles,74
67887,0,0,Jeremiah Sirles,74
67888,0,0,Jeremiah Sirles,74
67889,0,0,Jeremiah Sirles,74
67890,0,0,Jeremiah Sirles,74
67891,0,0,Jeremiah Sirles,74
67892,0,0,Jeremiah Sirles,74
67893,0,0,Jeremiah Sirles,74
67894,0,0,Jeremiah Sirles,74
67895,0,0,Jeremiah Sirles,74
67896,0.02,0,Jeremiah Sirles,74
67897,0.08,0.02,Jeremiah Sirles,74
67898,0.16,0.03,Jeremiah Sirles,74
67899,0.27,0.04,Jeremiah Sirles,74
67900,0.49,0.1,Jeremiah Sirles,74
67901,0.68,0.11,Jeremiah Sirles,74
67902,0.83,0.12,Jeremiah Sirles,74
67903,0.97,0.13,Jeremiah Sirles,74
67904,1.18,0.17,Jeremiah Sirles,74
67905,1.33,0.16,Jeremiah Sirles,74
67906,1.47,0.18,Jeremiah Sirles,74
67907,1.6,0.19,Jeremiah Sirles,74
67908,1.71,0.19,Jeremiah Sirles,74
67909,1.83,0.21,Jeremiah Sirles,74
67910,1.92,0.21,Jeremiah Sirles,74
67911,2.04,0.23,Jeremiah Sirles,74
67912,2.18,0.25,Jeremiah Sirles,74
67913,2.21,0.23,Jeremiah Sirles,74
67914,2.23,0.23,Jeremiah Sirles,74
67915,2.22,0.23,Jeremiah Sirles,74
67916,2.2,0.21,Jeremiah Sirles,74
67917,2.1,0.19,Jeremiah Sirles,74
67918,1.96,0.17,Jeremiah Sirles,74
67919,1.78,0.15,Jeremiah Sirles,74
67920,1.54,0.1,Jeremiah Sirles,74
67921,1.27,0.08,Jeremiah Sirles,74
67922,1.09,0.07,Jeremiah Sirles,74
67923,0.89,0.06,Jeremiah Sirles,74
67924,0.69,0.05,Jeremiah Sirles,74
67925,0.54,0.07,Jeremiah Sirles,74
67926,0.43,0.05,Jeremiah Sirles,74
67927,0.43,0.06,Jeremiah Sirles,74
67928,0.48,0.07,Jeremiah Sirles,74
67929,0.45,0.05,Jeremiah Sirles,74
67930,0.43,0.04,Jeremiah Sirles,74
67931,0.38,0.04,Jeremiah Sirles,74
67932,0.35,0.04,Jeremiah Sirles,74
67933,0.34,0.05,Jeremiah Sirles,74
67934,0.37,0.05,Jeremiah Sirles,74
67935,0.42,0.05,Jeremiah Sirles,74
67936,0.45,0.05,Jeremiah Sirles,74
67937,0.46,0.05,Jeremiah Sirles,74
67938,0.45,0.04,Jeremiah Sirles,74
67939,0.42,0.03,Jeremiah Sirles,74
67940,0.38,0.03,Jeremiah Sirles,74
67941,0.33,0.02,Jeremiah Sirles,74
67942,0.28,0.02,Jeremiah Sirles,74
67943,0.25,0.02,Jeremiah Sirles,74
67944,0.23,0.02,Jeremiah Sirles,74
67945,0.15,0,Jeremiah Sirles,74
67946,0.1,0.02,Jeremiah Sirles,74
67947,0.05,0.03,Jeremiah Sirles,74
67948,0.13,0.04,Jeremiah Sirles,74
67949,0.18,0.03,Jeremiah Sirles,74
67950,0.22,0.03,Jeremiah Sirles,74
67951,0.28,0.04,Jeremiah Sirles,74
67952,0.34,0.05,Jeremiah Sirles,74
67953,0.42,0.06,Jeremiah Sirles,74
67954,0.46,0.05,Jeremiah Sirles,74
67955,0.48,0.05,Jeremiah Sirles,74
67956,0,0,Ryan Groy,72
67957,0,0,Ryan Groy,72
67958,0,0,Ryan Groy,72
67959,0,0,Ryan Groy,72
67960,0,0,Ryan Groy,72
67961,0,0,Ryan Groy,72
67962,0,0,Ryan Groy,72
67963,0,0,Ryan Groy,72
67964,0,0,Ryan Groy,72
67965,0,0,Ryan Groy,72
67966,0,0,Ryan Groy,72
67967,0,0,Ryan Groy,72
67968,0.03,0.01,Ryan Groy,72
67969,0.09,0.02,Ryan Groy,72
67970,0.16,0.03,Ryan Groy,72
67971,0.24,0.04,Ryan Groy,72
67972,0.28,0.04,Ryan Groy,72
67973,0.32,0.04,Ryan Groy,72
67974,0.35,0.05,Ryan Groy,72
67975,0.41,0.06,Ryan Groy,72
67976,0.48,0.07,Ryan Groy,72
67977,0.55,0.07,Ryan Groy,72
67978,0.64,0.09,Ryan Groy,72
67979,0.72,0.09,Ryan Groy,72
67980,0.78,0.09,Ryan Groy,72
67981,0.83,0.1,Ryan Groy,72
67982,0.86,0.09,Ryan Groy,72
67983,0.83,0.08,Ryan Groy,72
67984,0.79,0.07,Ryan Groy,72
67985,0.76,0.07,Ryan Groy,72
67986,0.71,0.06,Ryan Groy,72
67987,0.64,0.05,Ryan Groy,72
67988,0.54,0.03,Ryan Groy,72
67989,0.45,0.03,Ryan Groy,72
67990,0.37,0.02,Ryan Groy,72
67991,0.31,0.02,Ryan Groy,72
67992,0.25,0.02,Ryan Groy,72
67993,0.17,0.01,Ryan Groy,72
67994,0.14,0.02,Ryan Groy,72
67995,0.14,0.02,Ryan Groy,72
67996,0.15,0.02,Ryan Groy,72
67997,0.16,0.02,Ryan Groy,72
67998,0.18,0.02,Ryan Groy,72
67999,0.22,0.03,Ryan Groy,72
68000,0.28,0.04,Ryan Groy,72
68001,0.36,0.05,Ryan Groy,72
68002,0.49,0.07,Ryan Groy,72
68003,0.6,0.08,Ryan Groy,72
68004,0.71,0.09,Ryan Groy,72
68005,0.8,0.1,Ryan Groy,72
68006,0.89,0.11,Ryan Groy,72
68007,0.95,0.11,Ryan Groy,72
68008,1,0.11,Ryan Groy,72
68009,1.01,0.1,Ryan Groy,72
68010,0.98,0.09,Ryan Groy,72
68011,0.95,0.09,Ryan Groy,72
68012,0.92,0.08,Ryan Groy,72
68013,0.86,0.08,Ryan Groy,72
68014,0.81,0.07,Ryan Groy,72
68015,0.74,0.06,Ryan Groy,72
68016,0.66,0.05,Ryan Groy,72
68017,0.59,0.04,Ryan Groy,72
68018,0.54,0.05,Ryan Groy,72
68019,0.54,0.06,Ryan Groy,72
68020,0.52,0.05,Ryan Groy,72
68021,0.52,0.05,Ryan Groy,72
68022,0.53,0.06,Ryan Groy,72
68023,0.53,0.05,Ryan Groy,72
68024,0.53,0.05,Ryan Groy,72
68025,0.49,0.04,Ryan Groy,72
68026,0.45,0.04,Ryan Groy,72
68027,0.13,0.01,Stephone Anthony,44
68028,0.12,0.01,Stephone Anthony,44
68029,0.11,0.01,Stephone Anthony,44
68030,0.13,0.02,Stephone Anthony,44
68031,0.12,0.01,Stephone Anthony,44
68032,0.1,0.01,Stephone Anthony,44
68033,0.08,0.01,Stephone Anthony,44
68034,0.08,0.01,Stephone Anthony,44
68035,0.08,0.01,Stephone Anthony,44
68036,0.15,0.06,Stephone Anthony,44
68037,0.17,0.04,Stephone Anthony,44
68038,0.24,0.09,Stephone Anthony,44
68039,0.26,0.05,Stephone Anthony,44
68040,0.29,0.08,Stephone Anthony,44
68041,0.37,0.15,Stephone Anthony,44
68042,0.43,0.13,Stephone Anthony,44
68043,0.62,0.07,Stephone Anthony,44
68044,0.91,0.08,Stephone Anthony,44
68045,1.21,0.1,Stephone Anthony,44
68046,1.48,0.13,Stephone Anthony,44
68047,1.72,0.16,Stephone Anthony,44
68048,1.71,0.16,Stephone Anthony,44
68049,1.7,0.16,Stephone Anthony,44
68050,1.75,0.17,Stephone Anthony,44
68051,1.69,0.17,Stephone Anthony,44
68052,1.58,0.15,Stephone Anthony,44
68053,1.44,0.14,Stephone Anthony,44
68054,1.28,0.13,Stephone Anthony,44
68055,1.11,0.11,Stephone Anthony,44
68056,0.83,0.08,Stephone Anthony,44
68057,0.68,0.07,Stephone Anthony,44
68058,0.58,0.07,Stephone Anthony,44
68059,0.48,0.05,Stephone Anthony,44
68060,0.41,0.05,Stephone Anthony,44
68061,0.31,0.03,Stephone Anthony,44
68062,0.23,0.02,Stephone Anthony,44
68063,0.19,0.02,Stephone Anthony,44
68064,0.2,0.02,Stephone Anthony,44
68065,0.22,0.02,Stephone Anthony,44
68066,0.24,0.02,Stephone Anthony,44
68067,0.25,0.02,Stephone Anthony,44
68068,0.23,0.02,Stephone Anthony,44
68069,0.22,0.02,Stephone Anthony,44
68070,0.22,0.02,Stephone Anthony,44
68071,0.26,0.03,Stephone Anthony,44
68072,0.31,0.04,Stephone Anthony,44
68073,0.34,0.03,Stephone Anthony,44
68074,0.4,0.04,Stephone Anthony,44
68075,0.47,0.05,Stephone Anthony,44
68076,0.48,0.05,Stephone Anthony,44
68077,0.48,0.05,Stephone Anthony,44
68078,0.48,0.05,Stephone Anthony,44
68079,0.48,0.05,Stephone Anthony,44
68080,0.43,0.04,Stephone Anthony,44
68081,0.49,0.06,Stephone Anthony,44
68082,0.51,0.06,Stephone Anthony,44
68083,0.48,0.05,Stephone Anthony,44
68084,0.48,0.05,Stephone Anthony,44
68085,0.49,0.05,Stephone Anthony,44
68086,0.49,0.05,Stephone Anthony,44
68087,0.48,0.05,Stephone Anthony,44
68088,0.47,0.05,Stephone Anthony,44
68089,0.45,0.05,Stephone Anthony,44
68090,0.43,0.04,Stephone Anthony,44
68091,0.48,0.05,Stephone Anthony,44
68092,0.41,0.04,Stephone Anthony,44
68093,0.38,0.04,Stephone Anthony,44
68094,0.29,0.03,Stephone Anthony,44
68095,0.32,0.03,Stephone Anthony,44
68096,0.46,0.05,Stephone Anthony,44
68097,0.58,0.06,Stephone Anthony,44
68098,0,0,John Miller,76
68099,0,0,John Miller,76
68100,0,0,John Miller,76
68101,0,0,John Miller,76
68102,0,0,John Miller,76
68103,0,0,John Miller,76
68104,0,0,John Miller,76
68105,0,0,John Miller,76
68106,0,0,John Miller,76
68107,0,0,John Miller,76
68108,0,0,John Miller,76
68109,0.01,0,John Miller,76
68110,0.04,0.01,John Miller,76
68111,0.07,0.02,John Miller,76
68112,0.14,0.03,John Miller,76
68113,0.2,0.03,John Miller,76
68114,0.31,0.06,John Miller,76
68115,0.45,0.08,John Miller,76
68116,0.57,0.09,John Miller,76
68117,0.69,0.1,John Miller,76
68118,0.83,0.12,John Miller,76
68119,0.94,0.12,John Miller,76
68120,1.03,0.12,John Miller,76
68121,1.08,0.12,John Miller,76
68122,1.12,0.12,John Miller,76
68123,1.12,0.12,John Miller,76
68124,1.1,0.1,John Miller,76
68125,1.05,0.1,John Miller,76
68126,1.03,0.1,John Miller,76
68127,1,0.1,John Miller,76
68128,0.96,0.09,John Miller,76
68129,0.94,0.09,John Miller,76
68130,0.93,0.1,John Miller,76
68131,0.9,0.09,John Miller,76
68132,0.95,0.1,John Miller,76
68133,0.96,0.11,John Miller,76
68134,0.98,0.1,John Miller,76
68135,0.98,0.1,John Miller,76
68136,0.93,0.09,John Miller,76
68137,0.9,0.09,John Miller,76
68138,0.79,0.06,John Miller,76
68139,0.7,0.05,John Miller,76
68140,0.61,0.04,John Miller,76
68141,0.5,0.03,John Miller,76
68142,0.37,0.01,John Miller,76
68143,0.25,0,John Miller,76
68144,0.13,0.01,John Miller,76
68145,0.05,0.02,John Miller,76
68146,0.13,0.04,John Miller,76
68147,0.25,0.05,John Miller,76
68148,0.36,0.06,John Miller,76
68149,0.45,0.06,John Miller,76
68150,0.53,0.07,John Miller,76
68151,0.57,0.07,John Miller,76
68152,0.58,0.06,John Miller,76
68153,0.53,0.04,John Miller,76
68154,0.42,0.01,John Miller,76
68155,0.34,0.03,John Miller,76
68156,0.26,0.01,John Miller,76
68157,0.15,0.03,John Miller,76
68158,0.11,0.02,John Miller,76
68159,0.15,0.03,John Miller,76
68160,0.21,0.03,John Miller,76
68161,0.27,0.04,John Miller,76
68162,0.29,0.03,John Miller,76
68163,0.32,0.04,John Miller,76
68164,0.3,0.03,John Miller,76
68165,0.27,0.02,John Miller,76
68166,0.22,0.01,John Miller,76
68167,0.15,0.01,John Miller,76
68168,0.09,0.01,John Miller,76
68169,0,0,Matt Darr,8
68170,0,0,Matt Darr,8
68171,0,0,Matt Darr,8
68172,0,0,Matt Darr,8
68173,0,0,Matt Darr,8
68174,0,0,Matt Darr,8
68175,0,0,Matt Darr,8
68176,0,0,Matt Darr,8
68177,0,0,Matt Darr,8
68178,0,0,Matt Darr,8
68179,0,0,Matt Darr,8
68180,0,0,Matt Darr,8
68181,0,0,Matt Darr,8
68182,0,0,Matt Darr,8
68183,0,0,Matt Darr,8
68184,0.01,0,Matt Darr,8
68185,0.04,0,Matt Darr,8
68186,0.09,0.01,Matt Darr,8
68187,0.15,0.01,Matt Darr,8
68188,0.21,0.02,Matt Darr,8
68189,0.22,0.02,Matt Darr,8
68190,0.24,0.02,Matt Darr,8
68191,0.23,0.02,Matt Darr,8
68192,0.24,0.03,Matt Darr,8
68193,0.23,0.02,Matt Darr,8
68194,0.18,0.02,Matt Darr,8
68195,0.1,0.01,Matt Darr,8
68196,0.13,0.01,Matt Darr,8
68197,0.17,0.01,Matt Darr,8
68198,0.22,0.02,Matt Darr,8
68199,0.27,0.02,Matt Darr,8
68200,0.33,0.03,Matt Darr,8
68201,0.39,0.04,Matt Darr,8
68202,0.44,0.04,Matt Darr,8
68203,0.46,0.04,Matt Darr,8
68204,0.45,0.04,Matt Darr,8
68205,0.41,0.04,Matt Darr,8
68206,0.4,0.04,Matt Darr,8
68207,0.37,0.04,Matt Darr,8
68208,0.31,0.03,Matt Darr,8
68209,0.24,0.02,Matt Darr,8
68210,0.22,0.02,Matt Darr,8
68211,0.22,0.02,Matt Darr,8
68212,0.23,0.03,Matt Darr,8
68213,0.19,0.02,Matt Darr,8
68214,0.18,0.02,Matt Darr,8
68215,0.15,0.02,Matt Darr,8
68216,0.14,0.02,Matt Darr,8
68217,0.12,0.01,Matt Darr,8
68218,0.08,0.01,Matt Darr,8
68219,0.04,0,Matt Darr,8
68220,0.04,0,Matt Darr,8
68221,0.08,0.01,Matt Darr,8
68222,0.06,0,Matt Darr,8
68223,0.04,0.01,Matt Darr,8
68224,0.05,0.01,Matt Darr,8
68225,0.03,0,Matt Darr,8
68226,0.03,0,Matt Darr,8
68227,0.07,0.01,Matt Darr,8
68228,0.08,0.01,Matt Darr,8
68229,0.07,0.01,Matt Darr,8
68230,0.09,0.01,Matt Darr,8
68231,0.11,0.01,Matt Darr,8
68232,0.1,0.01,Matt Darr,8
